tenure_months,monthly_charges,support_calls,contract_type,is_paperless,churn
42.4,82.51,0,0,0,0
15.2,51.03,3,0,0,1
18.1,73.13,0,1,0,0
16.7,49.17,1,1,0,0
21.0,67.99,1,2,0,0
14.8,76.76,2,0,1,0
23.6,64.45,2,1,0,1
17.0,54.97,0,1,1,0
19.8,76.63,4,0,0,1
27.6,68.77,3,0,0,1
31.0,56.15,1,2,1,0
28.7,65.44,1,1,1,0
16.6,62.94,2,0,0,1
28.0,57.78,4,0,1,1
22.8,82.63,1,0,1,1
22.9,99.38,0,1,1,0
6.8,54.41,1,0,1,0
30.7,62.27,2,0,1,1
22.6,45.85,1,2,1,0
41.1,38.04,2,2,0,0
30.4,87.34,5,2,0,1
12.8,51.25,3,0,1,0
10.3,71.46,0,0,1,0
35.5,37.58,2,0,0,0
15.3,51.91,2,0,1,0
30.8,74.14,3,0,1,1
21.0,74.17,1,2,0,0
45.0,69.36,1,1,1,0
24.8,72.84,2,0,0,0
39.2,69.02,2,1,0,0
37.3,84.73,1,2,0,0
19.4,98.64,2,0,1,1
20.7,75.95,1,0,1,1
38.9,62.44,3,0,0,1
24.1,44.13,1,1,1,0
15.4,54.95,1,1,0,0
36.1,58.2,2,1,1,0
49.8,93.46,2,2,0,0
23.8,33.72,3,0,1,0
38.2,48.73,0,0,1,0
22.6,44.05,0,0,1,0
37.8,81.96,3,0,0,0
21.9,50.72,2,1,0,0
37.6,27.91,2,2,1,0
29.8,23.51,2,1,0,0
22.5,70.72,2,0,1,1
26.8,31.87,2,0,1,0
19.0,86.48,1,0,1,1
13.2,85.72,0,0,0,0
13.9,41.76,3,1,0,1
23.9,57.61,1,0,0,0
13.9,64.79,1,2,0,1
28.9,34.47,1,2,0,0
29.9,39.61,1,0,0,0
29.3,51.59,1,1,1,0
19.6,63.48,1,0,1,0
25.2,69.68,5,0,1,1
24.4,26.62,2,1,1,0
37.9,68.95,1,0,0,0
16.6,61.83,1,0,1,1
20.8,58.82,0,0,0,0
22.3,54.89,0,2,0,0
23.2,84.65,2,1,0,0
17.2,95.33,0,1,0,0
18.4,54.93,0,2,0,0
34.9,60.66,1,1,1,0
18.3,32.32,2,0,1,0
33.9,56.01,2,0,0,0
45.1,77.81,1,0,1,0
37.5,62.05,4,0,0,1
6.6,71.22,4,0,1,1
32.4,61.92,3,2,0,0
29.5,66.13,1,1,0,0
30.2,77.53,2,2,1,1
8.4,79.56,1,0,1,1
32.3,25.38,0,0,0,0
13.8,60.06,2,2,1,1
37.6,10.0,3,1,1,0
35.4,64.78,1,2,0,0
50.2,53.64,1,0,1,0
20.8,52.74,3,1,0,0
9.4,95.81,0,2,0,0
35.1,71.83,1,0,1,0
33.4,87.33,0,1,0,0
20.8,77.28,2,0,0,1
38.2,98.49,2,2,0,0
31.5,59.92,0,0,0,0
11.7,59.78,1,0,1,1
21.1,63.04,0,1,0,1
20.2,113.85,0,0,0,1
23.5,56.19,0,0,0,0
26.5,65.45,1,2,1,0
17.7,92.42,3,1,1,1
22.6,83.41,2,0,0,1
30.5,55.04,2,0,1,0
23.9,99.85,2,0,1,1
21.9,74.59,2,0,0,1
21.6,93.93,2,1,0,1
23.6,77.1,2,1,1,0
5.4,80.55,2,2,0,1
26.2,50.15,0,0,1,1
14.3,93.37,2,1,0,1
25.7,50.98,5,0,1,1
9.9,66.54,0,1,0,0
33.8,86.74,3,1,1,0
27.0,58.21,1,0,1,1
11.1,67.39,1,1,0,0
27.0,65.17,1,0,1,0
17.0,68.13,2,1,0,0
42.6,76.81,0,0,0,0
29.5,35.04,4,0,0,0
16.6,54.52,2,2,0,0
26.9,106.31,1,2,0,0
24.3,25.93,0,0,0,0
36.6,52.26,0,0,0,0
28.2,80.97,0,1,0,0
29.8,28.18,4,1,0,0
13.5,47.76,2,0,1,1
32.6,48.93,0,0,1,0
45.6,96.35,0,0,1,0
31.0,47.63,0,0,0,0
24.3,77.64,3,2,1,0
26.3,52.4,2,0,1,1
15.1,65.21,2,0,1,1
26.5,42.34,2,0,1,1
13.7,35.58,4,0,1,1
25.1,55.63,2,1,0,0
20.8,37.48,0,1,1,0
16.4,61.47,0,1,1,0
30.5,67.37,5,0,0,1
9.8,73.18,3,1,1,1
24.3,95.54,1,0,0,0
11.4,93.37,1,1,1,1
43.0,42.92,2,2,0,0
44.4,50.0,0,1,1,0
33.2,98.78,5,0,0,1
43.7,63.89,1,0,0,0
30.6,57.27,2,0,0,0
30.1,86.4,1,0,0,0
20.4,52.49,1,0,0,1
15.7,83.65,2,1,0,0
26.0,58.94,1,1,0,0
19.3,90.88,2,0,0,1
20.3,62.07,3,0,0,0
32.0,81.38,1,1,0,0
23.4,86.16,5,0,1,1
9.1,97.3,1,2,0,1
22.5,49.05,1,1,0,0
17.0,57.31,2,0,0,0
21.7,36.64,2,1,1,0
13.7,30.52,3,0,0,1
36.7,55.04,4,1,1,0
43.7,68.17,1,2,1,0
13.5,90.05,3,0,1,1
31.1,56.66,2,0,0,0
30.6,103.2,1,0,1,0
13.9,68.62,0,2,1,0
25.7,82.6,0,2,0,0
38.8,59.85,0,1,1,0
33.1,39.81,2,0,0,0
40.8,96.65,3,1,1,0
12.9,59.15,1,0,0,0
17.2,87.2,1,0,1,1
27.5,57.56,2,0,1,1
28.1,76.68,3,2,1,0
24.8,61.75,6,0,0,1
20.7,58.0,0,1,1,0
20.5,61.94,3,2,1,1
18.5,78.56,5,0,1,1
29.1,40.75,0,0,0,0
0.0,45.42,2,0,0,1
40.5,84.56,1,0,1,0
19.2,50.19,1,1,1,0
10.2,68.54,4,2,0,1
30.0,37.88,1,1,1,0
10.4,60.52,2,0,1,1
28.4,86.81,0,0,1,1
20.5,66.5,1,1,1,0
30.4,68.97,0,2,1,0
32.4,56.92,0,2,1,0
37.4,66.75,4,0,0,1
19.5,29.1,2,0,1,0
21.5,32.03,1,2,0,0
24.3,72.9,4,1,0,1
10.3,29.35,1,0,0,0
30.3,90.81,4,0,0,1
25.7,81.63,1,0,1,1
11.0,40.57,3,0,1,1
36.5,20.95,5,0,0,1
38.0,16.15,2,0,0,0
11.2,70.77,1,0,1,0
30.1,62.69,1,0,0,0
36.9,91.53,2,0,0,0
32.8,73.99,0,0,1,0
14.6,95.74,2,0,1,1
10.4,82.08,3,2,1,1
23.2,45.62,0,0,1,0
19.4,60.82,2,2,1,0
24.3,47.61,0,0,1,0
23.3,58.19,2,0,1,1
29.6,54.16,0,2,1,0
18.7,59.82,0,0,1,0
22.7,91.63,0,0,0,0
54.0,53.4,1,0,1,0
23.0,40.53,0,0,1,0
31.7,51.79,3,0,1,0
27.2,54.88,1,2,0,0
26.5,52.78,2,2,0,0
15.2,61.06,0,0,0,0
29.5,55.85,1,2,0,0
23.8,86.75,0,0,0,0
32.4,82.76,2,1,1,0
44.8,49.26,0,0,1,0
26.1,84.24,2,1,1,1
31.9,92.59,2,0,1,1
14.0,64.69,0,0,0,0
25.4,47.74,0,0,1,0
39.8,73.36,2,1,1,0
23.6,63.07,0,0,1,1
17.9,71.43,0,1,1,0
26.3,43.47,1,1,1,0
22.4,106.67,0,0,0,0
21.8,60.81,1,1,1,0
20.5,75.37,1,0,1,1
44.1,52.88,0,2,1,0
15.5,67.94,2,0,0,1
20.1,18.98,1,0,0,0
18.5,38.84,2,0,1,1
36.6,15.44,4,0,1,0
21.4,84.7,1,2,1,0
37.3,37.18,0,1,1,0
25.9,33.81,0,1,0,0
24.0,87.58,1,0,1,0
9.6,55.23,0,0,1,0
36.3,61.75,3,1,0,0
29.6,86.6,1,0,1,1
28.3,74.96,5,1,1,1
23.0,71.43,0,0,1,0
20.0,78.3,2,0,0,1
11.5,26.24,3,2,0,1
33.7,91.11,0,0,0,0
26.9,91.85,1,0,0,0
20.6,102.27,1,2,1,0
17.9,23.36,1,1,1,0
25.4,48.3,4,2,0,0
23.3,54.07,3,0,0,1
40.6,99.49,0,0,1,1
32.0,76.7,2,0,1,0
18.3,100.9,0,1,0,1
13.2,74.46,1,1,1,0
21.9,52.62,0,1,1,0
15.1,39.47,1,0,0,0
25.0,54.05,0,0,1,0
28.3,93.48,0,0,0,0
30.6,48.45,1,2,1,0
28.4,29.88,2,0,0,0
